X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxtpx_TrackPointExtension
113.7504433,-8.3499367,"0","0","27",50.52,2023/04/06 05:51:01+00,,,,,,,,,,,,,,,,,4.4,,,,,"			<gpxtpx:course>44.41</gpxtpx:course>		"
113.7505633,-8.34998,"0","0","28",51.84,2023/04/06 05:51:06+00,,,,,,,,,,,,,,,,,4.3,,,,,"			<gpxtpx:course>33.97</gpxtpx:course>		"
113.7506817,-8.3499683,"0","0","29",53.67,2023/04/06 05:51:13+00,,,,,,,,,,,,,,,,,4.7,,,,,"			<gpxtpx:course>94.92</gpxtpx:course>		"
113.75093,-8.3498817,"0","0","30",54.55,2023/04/06 05:51:18+00,,,,,,,,,,,,,,,,,4.6,,,,,"			<gpxtpx:course>95.44</gpxtpx:course>		"
113.751035,-8.3498367,"0","0","31",55.56,2023/04/06 05:51:23+00,,,,,,,,,,,,,,,,,4.8,,,,,"			<gpxtpx:course>79.75</gpxtpx:course>		"
113.7510567,-8.3499917,"0","0","32",54.1,2023/04/06 05:51:30+00,,,,,,,,,,,,,,,,,4.6,,,,,"			<gpxtpx:course>216.64</gpxtpx:course>		"
113.7510983,-8.350075,"0","0","33",51.54,2023/04/06 05:51:36+00,,,,,,,,,,,,,,,,,4.2,,,,,"			<gpxtpx:course>174.41</gpxtpx:course>		"
113.7512183,-8.350055,"0","0","34",52.16,2023/04/06 05:51:42+00,,,,,,,,,,,,,,,,,4.6,,,,,"			<gpxtpx:course>174.41</gpxtpx:course>		"
113.751325,-8.3501017,"0","0","35",53.83,2023/04/06 05:51:47+00,,,,,,,,,,,,,,,,,4.7,,,,,"			<gpxtpx:course>174.41</gpxtpx:course>		"
113.7513367,-8.3501917,"0","0","36",57.46,2023/04/06 05:51:54+00,,,,,,,,,,,,,,,,,4.9,,,,,"			<gpxtpx:course>97.22</gpxtpx:course>		"
